Object,    Opt SpT,    NIR SpT, SpT Refs,  flag,RA (deg),Dec (deg),Epoch (JD),plx,eplx, PlxRef,Ymag,eYmag ,Jmag,eJmag,Hmag,eHmag,Kmag,eKmag,Lmag,eLmag,Mmag,eMmag,J2mag,eJ2mag,H2mag, eH2mag, K2mag,eK2mag, MKO+2MA,SS Refs,      sysID bin," compsep("")  HS",  HST/AO,HST AO Refs,
2MASS_J05160945-$0445499,   null,   T5.5,25,    null,79.03941,-4.76387,2451076.87,44.5,6.5,71,16.897, 0.093 1,15.752, 0.079 1,15.774, 0.165 1,15.611,  0.204 1,    NaN,   NaN 9,     NaN,   NaN 9,15.984,  0.079 0,15.721, 0.165 0,15.486, 0.204 0,"  57,68",316,1,     NaN,  null,   null,
2MASS_J05185995-$2828372A,   null,   L6:,68,    null,79.74984,-28.47734,2454367.16,43.7,0.8,68,                 NaN,   NaN 9,16.377, 0.139 1,15.265, 0.096 1,14.4,  0.096 2,    NaN,   NaN 9,     NaN,   NaN 9,16.502,  0.133 1,15.211, 0.096 1,14.419, 0.095 2,"  57,68",606,2,     NaN,  N,"   26,68",
2MASS_J05185995-$2828372B,   null,   T4,68,    null,79.74984,-28.47734,2454367.16,43.7,0.8,68,                 NaN,   NaN 9,16.837, 0.179 1,16.215, 0.165 1,15.928,  0.258 2,    NaN,   NaN 9,     NaN,   NaN 9,17.029,  0.178 1,16.159, 0.166 1,15.867, 0.239 2,"  57,68",606,2,     NaN,  N,"   26,68",
2MASS_J05325346+8246465,   sdL7,   null,27,    subd,83.22276,82.77959,2451238.6,42.28,1.76,224,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,15.179,  0.059 0,14.904, 0.092 0,14.918, 0.146 0,57,198,1,     NaN,  null,   null,
WISE_J053516.80-$750024.9,   null,   $\geq$Y1:,133,    null,83.82003,-75.00692,2455287.44,250,79,185,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,  null,381,1,     NaN,  I,133,
2MASSI_J0536199-$192039,   L1:,   null,52,    null,84.08325,-19.34436,2451183.6,25.6,9.4,71,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,15.768,  0.075 0,14.693, 0.071 0,13.854, 0.062 0,57,317,1,     NaN,  null,   null,
LHS_207,   M6,   null,208,    null,84.55275,79.52186,2451823.01,45.1,1.4,193,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,12.137,  0.019 0,11.638, 0.028 0,11.33, 0.021 0,57,184,1,     NaN,  null,   null,
SDSSp_J053951.99-$005902.0,   L5,   L5,"  73,83",    null,84.96667,-0.98386,2451116.84,76.12,2.17,255,15.018, 0.058 1,13.85, 0.030 0,13.04, 0.030 0,12.4,  0.030 0,11.32, 0.050 0,11.87, 0.110 0,14.033,  0.031 0,13.104, 0.026 0,12.527, 0.024 0,"  57,68,97,144,",146       275,1,     NaN,  W,"   14,93",
\beta$_Pic~b,   null,   null,  null,"    young,bP",ic          086.82118,-51.06652,2451518.67,51.44,0.12,253,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,11.17, 0.060 0,11.4, 0.500 0,    NaN,    NaN 9,    NaN,   NaN 9,12.64, 0.110 0,"  13,54",245,1,0.411,  V,138,
2MASS_J05575096-$1359503,   M7,   null,233,    lowg,89.46255,-13.99715,2455492.05,1.9,1,234,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,12.871,  0.023 0,12.145, 0.027 0,11.732, 0.023 0,57,370,1,     NaN,  null,   null,
2MASSI_J0559191-$140448,   T5,   T4.5,"  22,25",    over-L,89.83144,-14.08093,2454519.75,96.6,1,68,14.694, 0.055 1,13.57, 0.030 0,13.64, 0.030 0,13.73,  0.030 0,12.14, 0.050 0,12.15, 0.160 0,13.802,  0.024 0,13.679, 0.044 0,13.577, 0.052 0,"  57,68,146",144,1,     NaN,  WA,23165,
WISEP_J060738.65+242953.4,   L8,   L9,39,    null,91.91107,24.4982,2455272.47,139,2,39,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,14.218,  0.026 0,13.038, 0.025 0,12.469, 0.022 0,57,377,1,     NaN,  null,   null,
CD-35_2722~B,   null,   L4:,256,"    young,AB",Dor         092.33010,-35.82531,2451470.79,47,3,256,                 NaN,   NaN 9,13.63, 0.110 0,12.78, 0.120 0,12.01,  0.070 0,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,256,297,1,3.137,  G,256,
Gl_229B,   null,   T7p,25,    null,92.64426,-21.86449,2451191.7,173.81,0.99,253,15.17, 0.100 0,14.01, 0.050 0,14.36, 0.050 0,14.36,  0.050 0,12.24, 0.050 0,11.74, 0.110 0,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,97112147,246,1,7.8,  W,95,
2MASS_J06164006-$6407194,   sdL5,   sdL5,55,    subd,94.16694,-64.12208,2451159.77,19.9,6.5,71,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,16.403,  0.113 0,16.275, 0.228 0,    NaN,   NaN 9,57,318,1,     NaN,  null,   null,
AB_Pic~b,   null,   L0.5:.,13,"    young,Tu",c-Hor       094.80382,-58.05434,2451506.76,21.71,0.69,253,                 NaN,   NaN 9,16.088, 0.100 1,14.739, 0.100 1,14.096,  0.080 1,    NaN,   NaN 9,     NaN,   NaN 9,16.18,  0.100 0,14.69, 0.100 0,14.14, 0.080 0,"  41,68",247,1,5.45,  V,41,
2MASS_J06244595-$4521548,   L5:,   null,219,    null,96.19147,-45.36525,2451498.82,83.9,4.5,71,15.641, 0.058 1,14.383, 0.029 1,13.393, 0.028 1,12.58,  0.026 1,    NaN,   NaN 9,     NaN,   NaN 9,14.48,  0.029 0,13.335, 0.028 0,12.595, 0.026 0,"  57,68",319,1,     NaN,  null,   null,
2MASS_J06411840-$4322329,   L1.5,   null,219,    null,100.32668,-43.37581,2451271.54,55.7,5.7,5,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,13.751,  0.026 0,12.941, 0.034 0,12.451, 0.029 0,57,100,1,     NaN,  null,   null,
HD_46588B,   null,   L9:,174,    null,101.61483,79.58459,2451236.65,55.95,0.27,253,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,16.261,  0.093 0,15.08, 0.074 0,14.602, 0.090 0,57,248,1,79.2,  null,   null,
WISE_J064723.23-$623235.5,   null,   Y1,134,    null,101.84682,-62.5432,2455329.42,115,12,134,                 NaN,   NaN 9,22.65, 0.270 0,23.4, 0.290 0,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,134,384,1,     NaN,  I,134,
HD_49197B,   null,   L4:,190,    null,102.33894,43.75915,2451122.89,22.27,0.6,253,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,15.92,  1.200 0,14.62, 0.120 0,14.29, 0.110 0,190,249,1,0.948,  K,190,
2MASS_J06524851-$574137,   null,   null,  null,    lowg,103.20215,-57.6938,2451512.77,31.3,3.2,71,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,13.046, 0.048 0,"  43,57",320,2,     NaN,  V,43,
2MASS_J06524851-$574136,   null,   null,  null,    lowg,103.20215,-57.6938,2451512.77,31.3,3.2,71,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,13.386, 0.062 0,"  43,57",320,2,     NaN,  V,43,
2MASS_J07003664+3157266A,   null,   L3:,68,    null,105.15327,31.95616,2454513.8,86.7,1.2,68,                 NaN,   NaN 9,13.088, 0.023 1,12.26, 0.016 1,11.558,  0.025 1,    NaN,   NaN 9,     NaN,   NaN 9,13.162,  0.025 1,12.211, 0.019 1,11.583, 0.023 0,"  57,68",607,2,     NaN,  NK,"   68,137,",216
2MASS_J07003664+3157266B,   null,   L6.5:.,68,    null,105.15327,31.95616,2454513.8,86.7,1.2,68,                 NaN,   NaN 9,14.579, 0.028 1,13.664, 0.021 1,12.958,  0.045 1,    NaN,   NaN 9,     NaN,   NaN 9,14.682,  0.046 1,13.611, 0.042 1,12.973, 0.025 0,"  57,68",607,2,     NaN,  NK,"   68,137,",216
ESO_207-61,   M9,   null,223,    null,106.972,-49.01399,2451600.59,54.1,4.5,247,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,13.228,  0.026 0,12.538, 0.030 0,12.105, 0.026 0,57,229,1,     NaN,  null,   null,
LHS_1901A,   null,   M7:,68,    null,107.79867,43.4984,2454513.81,74.2,1,68,                 NaN,   NaN 9,10.631, 0.020 1,10.197, 0.017 1,9.795,  0.018 1,    NaN,   NaN 9,     NaN,   NaN 9,10.678,  0.020 1,10.164, 0.019 1,9.833, 0.018 0,"  57,67,68",608,2,     NaN,  CK,67194,
LHS_1901B,   null,   M7:,68,    null,107.79867,43.4984,2454513.81,74.2,1,68,                 NaN,   NaN 9,10.743, 0.020 1,10.312, 0.017 1,9.902,  0.018 1,    NaN,   NaN 9,     NaN,   NaN 9,10.789,  0.021 1,10.279, 0.019 1,9.927, 0.018 0,"  57,67,68",608,2,     NaN,  CK,67194,
2MASS_J07123786-$6155528,   L1$\beta,$  null,53,    beta,108.15776,-61.93135,2451531.68,22.9,9.1,71,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,15.296,  0.063 0,14.392, 0.043 0,13.674, 0.049 0,57,321,1,     NaN,  null,   null,
2MASS_J07193188-$5051410,   L0,   null,219,    null,109.88284,-50.8614,2451615.6,32.6,2.4,5,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,14.094,  0.032 0,13.282, 0.035 0,12.773, 0.027 0,57,101,1,     NaN,  null,   null,
UGPS_J072227.51-$054031.2,   null,   T9,56,    null,110.61371,-5.675,2455258,242.8,2.4,152,17.37, 0.020 0,16.52, 0.020 0,16.9, 0.020 0,17.07,  0.080 0,13.4, 0.300 0,     NaN,   NaN 9,16.489,  0.128 0,    NaN,   NaN 9,    NaN,   NaN 9,57177,170,1,     NaN,  V,18,
2MASSI_J0727182+171001,   T8,   T7,"  22,25",    null,111.82967,17.16461,2455126.13,112.5,0.9,68,16.163, 0.058 1,15.19, 0.030 0,15.67, 0.030 0,15.69,  0.030 0,13.68, 0.050 0,     NaN,   NaN 9,15.6,  0.061 0,15.756, 0.171 0,15.556, 0.194 0,"  57,68,97,135",145,1,     NaN,  N,26,
2MASS_J07290002-$3954043,   null,   T8p,172,    null,112.2501,-39.90122,2451220.57,126.3,8.3,71,16.524, 0.092 1,15.644, 0.077 1,16.047, 0.183 1,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,15.92,  0.077 0,15.979, 0.183 0,    NaN,   NaN 9,"  57,68",322,1,     NaN,  null,   null,
LHS_234,   M6.5,   null,110,    null,115.0801,-17.41249,2450894.61,107.01,1.63,48,                 NaN,   NaN 9,10.17, 0.030 0,9.58, 0.030 0,9.25,  0.030 0,8.8, 0.070 0,     NaN,   NaN 9,10.155,  0.022 0,9.628, 0.023 0,9.291, 0.021 0,57143,111,1,     NaN,  null,   null,
SDSS_J074201.41+205520.5,   null,   T5,25,    null,115.50542,20.92219,2450786.96,66.5,8.6,71,16.654, 0.058 1,15.6, 0.030 0,15.95, 0.030 0,16.06,  0.030 0,    NaN,   NaN 9,     NaN,   NaN 9,16.193,  0.091 0,15.911, 0.181 0,15.94, 0.030 1,"  57,68,135",323,1,     NaN,  null,   null,
2MASSI_J0746425+200032A,   L0,   null,15,    null,116.67637,20.00895,2454517.84,81.1,0.9,68,                 NaN,   NaN 9,12.167, 0.030 0,11.565, 0.032 0,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,11.057, 0.024 0,"  57,68,137,146",609,2,     NaN,  WGAVKT,"   15,137,",209
2MASSI_J0746425+200032B,   L1.5,   null,15,    null,116.67637,20.00895,2454517.84,81.1,0.9,68,                 NaN,   NaN 9,12.677, 0.031 0,12.005, 0.035 0,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,11.414, 0.026 0,"  57,68,137,146",609,2,     NaN,  WGAVKT,"   15,137,",209
LP_423-31,   M7,   null,213,    null,118.09959,16.20436,2450753,54.37,1,80,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,10.879,  0.022 0,10.197, 0.022 0,9.846, 0.019 0,57,153,1,     NaN,  K,68,
HD_65216B,   null,   null,  null,    null,118.42223,-63.6473,2451550.66,28.11,0.59,253,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,12.641, 0.036 0,195,642,2,7,  V,195,
HD_65216C,   null,   null,  null,    null,118.42223,-63.6473,2451550.66,28.11,0.59,253,                 NaN,   NaN 9,    NaN,   NaN 9,    NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,     NaN,   NaN 9,    NaN,    NaN 9,    NaN,   NaN 9,13.651, 0.058 0,195,642,2,7,  V,195,
